2026-02-24 15:57:56,027 - root - INFO - Logging initialized: Info -> logs/run_info.log | Debug -> logs/run_debug.log
2026-02-24 15:57:56,027 - HEP-Analysis - INFO - Results will be saved to: results
2026-02-24 15:57:56,027 - HEP-Analysis - INFO - [Phase 1] Parsing Abstracts from data/cit-HepTh-abstracts (Jobs: 4)...
2026-02-24 15:57:56,027 - src.preprocessing - INFO - Scanning abstracts in data/cit-HepTh-abstracts...
2026-02-24 15:57:56,057 - src.preprocessing - INFO - Found 29555 abstract files. Parsing in parallel...
2026-02-24 15:57:57,777 - src.preprocessing - INFO - Parsed 29555 papers successfully.
2026-02-24 15:57:57,779 - HEP-Analysis - INFO - [Phase 2] Building Networks...
2026-02-24 15:57:57,779 - src.networks - INFO - Building Author Networks...
2026-02-24 15:57:57,806 - src.networks - INFO - Co-authorship matrix shape: (8814, 8814) with 38388 edges
2026-02-24 15:57:57,935 - src.networks - INFO - Processing citation edges (Vectorized)...
2026-02-24 15:57:58,327 - src.networks - INFO - Constructing Citation Graph from 201184 unique weighted edges...
2026-02-24 15:57:58,559 - HEP-Analysis - INFO - [Phase 3] Aligning Network Layers...
2026-02-24 15:57:58,885 - HEP-Analysis - INFO -   Original Nodes: 8814
2026-02-24 15:57:58,886 - HEP-Analysis - INFO -   Intersection Nodes: 5800
2026-02-24 15:57:58,886 - HEP-Analysis - INFO -   Final Analysis Set (GCC): 4658 authors
2026-02-24 15:57:58,886 - HEP-Analysis - INFO - [Phase 4] Running Structural & Physics Analysis...
2026-02-24 15:57:58,886 - HEP-Analysis - INFO - --- Global Metrics: Social Layer ---
2026-02-24 15:57:58,886 - src.analysis.structural - INFO - --- Global Graph Metrics ---
2026-02-24 15:57:58,963 - src.analysis.structural - INFO - Nodes: 4658, Edges: 13757
2026-02-24 15:57:58,964 - src.analysis.structural - INFO - Edge Density: 0.001268
2026-02-24 15:57:58,964 - src.analysis.structural - INFO - Global Clustering Coeff (Transitivity): 0.1945
2026-02-24 15:57:58,964 - src.analysis.structural - INFO - Average Clustering Coefficient: 0.4370
2026-02-24 15:57:58,964 - HEP-Analysis - INFO - --- Global Metrics: Citation Layer ---
2026-02-24 15:57:58,964 - src.analysis.structural - INFO - --- Global Graph Metrics ---
2026-02-24 15:58:09,113 - src.analysis.structural - INFO - Nodes: 4658, Edges: 188726
2026-02-24 15:58:09,113 - src.analysis.structural - INFO - Edge Density: 0.008700
2026-02-24 15:58:09,113 - src.analysis.structural - INFO - Global Clustering Coeff (Transitivity): 0.3139
2026-02-24 15:58:09,113 - src.analysis.structural - INFO - Average Clustering Coefficient: 0.3815
2026-02-24 15:58:09,113 - src.analysis.structural - INFO - --- Centrality Analysis ---
2026-02-24 15:58:09,114 - src.analysis.structural - INFO - Most Collaborative (High Degree):
2026-02-24 15:58:09,114 - src.analysis.structural - INFO -   - C. Vafa: 59 co-authors
2026-02-24 15:58:09,114 - src.analysis.structural - INFO -   - S. Ferrara: 56 co-authors
2026-02-24 15:58:09,114 - src.analysis.structural - INFO -   - G. Gibbons: 53 co-authors
2026-02-24 15:58:09,114 - src.analysis.structural - INFO -   - A. Strominger: 52 co-authors
2026-02-24 15:58:09,114 - src.analysis.structural - INFO -   - M. Douglas: 51 co-authors
2026-02-24 15:58:09,148 - src.analysis.structural - INFO - Most Influential (Highest citation in-strength):
2026-02-24 15:58:09,148 - src.analysis.structural - INFO -   - E. Witten: 19721.0 total incoming citations
2026-02-24 15:58:09,148 - src.analysis.structural - INFO -   - N. Seiberg: 10517.0 total incoming citations
2026-02-24 15:58:09,148 - src.analysis.structural - INFO -   - C. Vafa: 9471.0 total incoming citations
2026-02-24 15:58:09,148 - src.analysis.structural - INFO -   - A. Strominger: 7101.0 total incoming citations
2026-02-24 15:58:09,148 - src.analysis.structural - INFO -   - P. Townsend: 6662.0 total incoming citations
2026-02-24 15:58:09,148 - src.analysis.structural - INFO - Calculating Betweenness Centrality (this may take a moment)...
2026-02-24 15:58:18,618 - src.analysis.structural - INFO - Top Bridges (High Betweenness):
2026-02-24 15:58:18,618 - src.analysis.structural - INFO -   - P. Townsend: 0.0773
2026-02-24 15:58:18,618 - src.analysis.structural - INFO -   - R. Szabo: 0.0659
2026-02-24 15:58:18,618 - src.analysis.structural - INFO -   - S. Ferrara: 0.0593
2026-02-24 15:58:18,618 - src.analysis.structural - INFO -   - S. Odintsov: 0.0567
2026-02-24 15:58:18,618 - src.analysis.structural - INFO -   - E. Sokatchev: 0.0557
2026-02-24 15:58:18,618 - src.analysis.structural - INFO - Calculating Closeness Centrality...
2026-02-24 15:58:58,352 - src.analysis.structural - INFO - Top Closeness:
2026-02-24 15:58:58,353 - src.analysis.structural - INFO -   - P. Townsend: 0.5807
2026-02-24 15:58:58,353 - src.analysis.structural - INFO -   - C. Pope: 0.5760
2026-02-24 15:58:58,353 - src.analysis.structural - INFO -   - M. Cvetic: 0.5753
2026-02-24 15:58:58,353 - src.analysis.structural - INFO -   - H. Lu: 0.5748
2026-02-24 15:58:58,353 - src.analysis.structural - INFO -   - G. Gibbons: 0.5737
2026-02-24 15:59:47,228 - src.analysis.structural - INFO - Saved table to: results/top_betweenness_social.csv
2026-02-24 15:59:47,228 - src.analysis.structural - INFO - Saved table to: results/top_closeness_social.csv
2026-02-24 16:00:36,267 - matplotlib.pyplot - DEBUG - Loaded backend macosx version unknown.
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizTwoSymReg.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneralBol.ttf', name='STIXGeneral', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniBolIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/cmss10.ttf', name='cmss10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 1.05
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizOneSymBol.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-BoldOblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 1.335
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/cmex10.ttf', name='cmex10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-24 16:00:36,374 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-24 16:00:36,375 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996
2026-02-24 16:00:36,375 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneral.ttf', name='STIXGeneral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-24 16:00:36,375 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/cmmi10.ttf', name='cmmi10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-24 16:00:36,375 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/cmtt10.ttf', name='cmtt10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-24 16:00:36,375 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/Users/ehsanqoreishi/miniconda3/envs/hep_network_analysis/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
